ProbeName,FoldChange,Regulation,GeneSymbol,RNAlength,chrom,strand,txStart,txEnd,"2,treatednormalized","3,treatednormalized","4,treatednormalized","5,treatednormalized","6,treatednormalized","1,controlnormalized",p_value
ASHGV40031055,49.4203013,up,BMP7,4049,chr20,-,55743808,55841707,11.487051,12.264273,13.626463,13.520684,14.06724,7.3661103,2.613449164086861e-6
ASHGV40038507,52.0809334,up,ADRA2C,1958,chr4,+,3768295,3770253,10.283757,8.265985,13.000037,6.4634285,10.696528,4.0392637,8.998080070134488e-4
ASHGV40048143,85.0547617,up,GNGT1,628,chr7,+,93535819,93540485,10.086356,8.9193460000000009,8.768819,8.256058,7.855109,2.3668175,1.4798389254599512e-7
ASHGV40046973,3.3770703,up,IMMP2L,1539,chr7,-,110303105,111202347,12.330189,11.001366,10.222542,12.984221,11.952198,9.942331,0.007073172909750389
ASHGV40009860,3.43865,up,DBX2,2722,chr12,-,45408538,45444882,5.0417175,5.4366593,3.556493,2.3474622,4.360967,2.3668175,0.012105483885851816
ASHGV40042446,7.489108,up,PCDHB13,3503,chr5,+,140593490,140596993,9.428153,8.670315,9.612656,7.8928275,7.541081,5.7242126,1.0048065823675396e-4
ASHGV40035289,2.5259586,up,KCNMB3,1492,chr3,-,178960553,178969403,10.262165,10.631436,12.756548,8.252537,10.397299,9.123166,0.09838396186042052
ASHGV40008903,3.8197503,up,THRSP,1182,chr11,+,77774906,77779403,2.3348548,4.121933,9.780155,3.1265314,4.738056,2.8868277,0.1771813461333443
ASHGV40055998,3.6017377,up,HRK,1499,chr12,-,117298224,117319232,7.2544065,9.601134,7.2148685,6.590793,6.6655736,5.616662,0.010008642044551569
ASHGV40051900,3.4030801,up,RASEF,5594,chr9,-,85594499,85678043,5.1292996,6.6400785,6.4542994,5.6330886,4.08349,3.8212101,0.005268215041436901
ASHGV40039567,2.9289086,up,TMEM144,3318,chr4,+,159131400,159176439,8.371789,5.7371187,6.3126745,6.4227133,5.3615403,4.890804,0.017542060287740194
ASHGV40034484,13.6345139,up,FHIT,1103,chr3,-,59735035,61237133,8.28768,5.6618037,3.8807719,5.7377367,7.112052,2.3668175,9.645050158119657e-4
ASHGV40026910,3.0340836,up,ADD2,4033,chr2,-,70889215,70995375,5.6618037,8.118167,5.0693483,4.8180294,4.3751287,4.0072346,0.04168456041312411
ASHGV40037745,3.1063885,up,SPARCL1,2910,chr4,-,88394481,88450655,2.3348548,3.189961,2.483233,4.9648647,7.0373654,2.3668175,0.10387002909542428
ASHGV40025314,2.1159865,up,F2RL3,2731,chr19,+,16999825,17002830,9.791114,10.986233,8.254461,9.932226,10.802998,8.872076,0.05627927831385191
ASHGV40037462,2.5969863,up,GABRG1,6769,chr4,-,46037786,46126082,2.3348548,3.1528971,4.4218893,4.138612,4.6700263,2.3668175,0.013487810045596307
ASHGV40018881,5.1676223,up,NUAK2,857,chr1,-,205276653,205277860,7.7677794,7.5040607,9.884764,8.142487,9.365024,6.1633224,9.292381851339546e-4
ASHGV40047257,6.0580219,up,CTAGE6,2675,chr7,-,143452181,143454843,13.467138,12.598821,13.887976,14.371838,12.367226,10.739753,1.306679952158154e-4
ASHGV40050876,26.1600755,up,CHMP4C,1847,chr8,+,82644687,82671748,13.81805,12.172837,12.190763,12.554381,12.085988,7.855109,4.864204655680246e-7
ASHGV40043547,32.9154953,up,CLIC5,5988,chr6,-,45866189,46048085,8.085277,3.248406,10.519451,6.0066385,9.17779,2.3668175,0.004224532954467181
ASHGV40045977,4.3111309,up,FAM71A,2332,chr1,+,212797788,212800120,6.4318027,5.0343494,4.05566,3.9612417,2.8913655,2.3668175,0.007612250257915774
ASHGV40029625,2.0782145,up,KIF5C,6958,chr2,+,149632791,149883273,8.860484,6.8555627,8.814896,5.7838283,8.19919,6.6474476,0.11715363768267208
ASHGV40008803,2.6861091,up,KRTAP5-9,1188,chr11,+,71259465,71260653,5.604868,4.2802553,5.5581055,5.038433,5.3892756,3.7486696,3.925863078685087e-4
ASHGV40021547,5.2559917,up,RAB11FIP4,8648,chr17,+,29718641,29865236,8.386312,8.397159,8.494379,10.438468,10.634765,6.8762536,0.0017122757527859018
ASHGV40054983,683.6071612,up,SPOCK2,5345,chr10,-,73818791,73848790,12.5705185,13.903426,18.587322,10.049232,11.79225,3.963526,1.8325863000698907e-4
ASHGV40034974,2.4885452,up,CEP70,2771,chr3,-,138213180,138313225,13.871658,12.643424,11.360426,12.908036,12.906769,11.42276,0.011471384002118884
ASHGV40030054,6.8365169,up,MAP2,9445,chr2,+,210444402,210598834,9.7313595,10.248401,7.198121,7.444429,4.9091754,5.1330357,0.020435513692021096
ASHGV40036382,2.1977643,up,QTRTD1,4025,chr3,+,113775581,113807268,8.791054,9.764783,8.042145,9.137512,7.2883043,7.468723,0.02988313424609324
ASHGV40010756,3.3085519,up,VAV3,4776,chr1,-,108113781,108507545,7.089305,9.312221,9.0898485,7.425063,10.754912,7.00807,0.03269164679664101
ASHGV40013582,96.4703369,up,CLDN10,2490,chr13,+,96204946,96232010,15.213913,10.530967,5.756404,12.253972,7.010879,3.5612135,0.005046855494995396
ASHGV40045535,25.6951979,up,WISP3,1252,chr6,+,112375277,112390887,4.012955,11.665635,6.2049303,10.8371315,6.3389635,3.1284962,0.012858559196302313
ASHGV40008156,2.1247736,up,KCNC1,6807,chr11,+,17757494,17799377,9.1020975,7.2092137,6.877884,6.1051173,6.751783,6.12191,0.06389850779607557
ASHGV40055619,2.5285263,up,SLC9B1P1,908,chrY,-,13496240,13524717,3.9242616,2.3294015,2.3237648,2.3474622,7.6006813,2.3668175,0.2264982368766093
ASHGV40019503,5.6163464,up,ATP2C2,2987,chr16,+,84440193,84497793,6.316956,4.647785,7.4865594,11.0143585,6.3053107,4.664562,0.04770427912505026
ASHGV40055705,2.2798884,up,USP9Y,10048,chrY,+,14813159,14972768,13.521849,12.760305,13.751224,12.930874,12.823234,11.968534,3.5280818967259385e-4
ASHGV40037938,5.0854895,up,QRFPR,2347,chr4,-,122249796,122302181,4.290747,8.255614,4.919123,3.3427334,2.7578034,2.3668175,0.04046656703363001
ASHGV40050797,7.2080171,up,XKR9,3191,chr8,+,71581599,71648177,8.005383,4.4303865,6.904104,10.41863,6.8015537,4.462409,0.01887461546238127
ASHGV40018393,2.0948138,up,C16orf95,988,chr16,-,87336403,87351026,13.955209,14.380681,14.769333,13.38619,13.313822,12.894225,0.0052590326062176415
ASHGV40054601,9.7431747,up,CLIC2,2694,chrX,-,154505495,154563990,7.236038,8.93719,9.736652,2.3474622,7.0791125,3.782899,0.0336620248286494
ASHGV40047135,2.734117,up,UBE2H,5174,chr7,-,129470572,129592800,14.441797,15.109015,13.9314,14.525044,14.219094,12.994195,7.380690177934451e-5
ASHGV40004948,56.2664719,up,AFAP1L2,4019,chr10,-,116054582,116164537,11.626848,12.623606,12.763329,14.725611,15.608492,7.6553736,4.669350248144653e-5
ASHGV40039754,2.6760919,up,C4orf47,974,chr4,+,186350544,186370821,8.113518,6.414355,6.3279634,7.045885,5.749677,5.310152,0.007727431214042191
ASHGV40028798,2.457692,up,SLC3A1,2353,chr2,+,44502596,44547962,2.8936293,4.1041436,2.3280041,6.670024,2.324807,2.3668175,0.15166952268007428
ASHGV40024231,2.0144962,up,RHPN2,3546,chr19,-,33469497,33555824,11.771317,11.998922,9.519145,13.2074375,12.059274,10.7008,0.13185543320680387
ASHGV40044783,7.5455167,up,ZNF165,2411,chr6,+,28048481,28057340,13.587055,12.9534235,11.895472,12.732995,13.349768,9.988123,8.75044291232726e-6
ASHGV40053110,4.1930813,up,SYK,5129,chr9,+,93563961,93660842,6.4751806,6.2182255,7.640215,5.6446033,5.2146096,4.170556,0.0010537520842450294
ASHGV40023907,2.0997329,up,TMEM205,932,chr19,-,11453451,11456981,16.205545,16.18443,17.098785,16.714247,17.214407,15.613277,0.0011130888009494204
ASHGV40045648,3.4282474,up,RSPO3,4583,chr6,+,127440047,127520626,2.3348548,7.0523024,2.3237648,4.143555,4.8669667,2.3668175,0.07870133320607317
ASHGV40032718,4.5058035,up,PDE9A,2103,chr21,+,44073861,44195618,11.842784,9.456126,9.461034,9.780155,9.245396,7.7853146,0.0019165976972197688
ASHGV40002376,2.435426,up,CTRL,1197,chr16,-,67963472,67965778,6.2640295,6.4684305,8.326535,6.471798,6.6412926,5.550243,0.009371802903877222
ASHGV40006260,19.0764948,up,EMX2,2908,chr10,+,119301955,119309057,9.360812,11.876147,9.99951,11.308619,12.470478,6.749389,8.054370581578221e-5
ASHGV40010409,2.282261,up,RP11-1105G2.3,796,chr12,-,94671533,94673956,6.290972,5.738313,7.32298,6.5740414,6.414355,5.2776685,0.0016372373777290593
ASHGV40054053,2.3030692,up,ITIH6,4985,chrX,-,54775331,54824673,2.5609045,5.918524,2.3237648,3.827511,3.2211719,2.3668175,0.09823901059348933
ASHGV40017481,10.1893329,up,NOXO1,1654,chr16,-,2028917,2031550,10.71844,12.050139,14.510521,11.3174305,8.779453,8.126209,0.007088302437220194
ASHGV40047066,2.3622879,up,TAS2R16,996,chr7,-,122634758,122635754,2.3348548,5.491345,3.3513684,3.1317108,3.7257326,2.3668175,0.04521457358521445
ASHGV40042845,2.4697786,up,MAML1,5725,chr5,+,179159850,179204287,11.747828,8.49031,8.558992,8.112691,8.11304,7.7001905,0.0961924736248436
ASHGV40051442,4.5999856,up,C9orf66,2786,chr9,-,213107,215893,6.0806465,2.3294015,5.653038,4.6526833,4.126465,2.3668175,0.010198279519964921
ASHGV40015099,9.4225824,up,CRABP2,1088,chr1,-,156669399,156675459,10.384762,7.503395,10.668892,9.152649,8.574517,6.0207205,5.454713424583821e-4
ASHGV40034549,2.0688697,up,PROK2,1613,chr3,-,71820805,71834357,3.2601757,6.3778753,4.0250196,3.925992,8.540233,4.1770163,0.3169068348342264
ASHGV40054145,398.07468,up,ANK3,17035,chr10,-,61786055,62149634,12.645591,12.157218,14.466059,12.85308,12.276537,4.2428017,3.025007411557026e-8
ASHGV40030430,31.4974297,up,TCF15,1227,chr20,-,584636,590910,7.488456,2.3294015,6.986955,10.122848,9.792238,2.3668175,0.007360445840111104
ASHGV40049970,71.0866626,up,LRRC6,1888,chr8,-,133584200,133687863,11.349473,10.462061,10.051724,5.897499,6.959538,2.792552,4.075175865011023e-4
ASHGV40028435,2.3381796,up,RSAD2,3512,chr2,+,7017795,7038363,5.3557925,9.078751,7.1580715,5.780321,5.5048776,5.350177,0.11928654704809291
ASHGV40043265,59.9078187,up,LTB,894,chr6,-,31548335,31550202,11.0573435,12.273546,5.6541405,12.603798,14.157794,5.244652,0.00371443241006899
ASHGV40050153,4.2705242,up,ZNF250,6382,chr8,-,146102335,146126846,7.7942934,7.664693,5.318908,6.2635965,7.4347124000000004,4.8008275,0.002351992720466561
ASHGV40027558,2.4714347,up,NMI,1501,chr2,-,152126981,152146430,12.149258,13.306765,12.668574,12.200649,11.398828,11.039465999999999,0.003233773679723896
ASHGV40024681,89.7350625,up,KLK7,2104,chr19,-,51479734,51487320,15.469828,5.7737775,16.688131,9.269243,13.64486,5.681568,0.012834019155866303
ASHGV40025184,7.1789493,up,LDLR,5292,chr19,+,11200037,11244505,11.901928,10.742651,10.865237,12.049353,11.2043495,8.508931,5.193775348621761e-6
ASHGV40029411,3.3368108,up,CFAP221,2854,chr2,+,120302007,120414237,6.265514,2.3294015,2.7369719,3.895782,5.2987676,2.3668175,0.048373320474438035
ASHGV40054615,5.6447025,up,IL3RA,1713,chrX,+,1455508,1501582,5.2717967,4.492369,4.2372775,7.992325,2.324807,2.3668175,0.026502995946971634
ASHGV40055079,2.0344739,up,OGT,5497,chrX,+,70752911,70795747,11.203914,10.858921,10.802199,11.740236,11.250649,10.146528,0.00029040819936440294
ASHGV40006310,14.4954187,up,BTBD16,1848,chr10,+,124030820,124097676,10.0282345,7.111276,8.250684,6.5803103,7.6805587,4.0726876,1.8953400376134507e-4
ASHGV40029254,2.8466419,up,IL18R1,3661,chr2,+,102972742,103015235,6.953298,5.020286,4.6304684,6.5356073,3.5133233,3.8213356,0.04384120696861536
ASHGV40053021,2.2357037,up,SPATA31D4,4923,chr9,+,84543342,84549913,2.3348548,2.9506552,4.7713184,3.8066618,3.7742424,2.3668175,0.023257310804080045
ASHGV40036828,14.8304657,up,NLGN1,4947,chr3,+,173116237,174001139,4.8875904,10.061195,8.048571,5.433386,5.4998426,2.895625,0.004240124019210625
ASHGV40008835,6.9608443,up,P2RY2,8602,chr11,+,72929342,72953472,9.363343,10.76382,9.1084385,8.846225,8.595948,6.5362926,7.779592273783587e-5
ASHGV40012889,3.5740029,up,TMTC4,3647,chr13,-,101256089,101327189,13.38619,12.373689,14.032702,13.780702,13.570521,11.59122,1.9849690029264042e-4
ASHGV40038242,2.1873373,up,PRUNE,3101,chr1,+,150980866,151008189,9.024552,8.326409,8.057034,8.299184,8.740176,7.3602953,1.8323276530083084e-4
ASHGV40037857,7.4803423,up,LEF1,3620,chr4,-,108968700,109090112,10.040292,5.2500887,2.3237648,2.6990814,6.036382,2.3668175,0.07014905659492404
ASHGV40050643,5.9493316,up,AX747167,2033,chr8,+,52860661,52862694,12.122868,11.456157,12.304812,12.224083,8.940123,8.836881,0.0036885636167581235
ASHGV40021927,3.4212065,up,ACSF2,2245,chr17,+,48503518,48552206,14.691135,11.63507,15.340188,13.635818,12.746145,11.835166,0.02820004621488949
ASHGV40017515,116.7307302,up,PRSS22,1391,chr16,-,2902727,2908171,12.71443,5.632773,13.71711,13.440379,3.736421,2.981182,0.012320471299292549
ASHGV40009982,3.4646161,up,KRT6B,2331,chr12,-,52840434,52845910,3.2777443,2.3294015,7.8902893,4.696289,2.603841,2.3668175,0.11647520949802488
ASHGV40007305,2.7327896,up,DHCR7,2665,chr11,-,71145456,71159477,10.356263,9.560225,8.950133,10.295726,7.769695,7.936034,0.01646768731640463
ASHGV40005980,2.8435617,up,ZMYND12,1782,chr1,-,42896000,42921938,8.569941,5.0908027,5.9235044,3.6971054,8.738119,4.8961954,0.16455387989762651
ASHGV40056128,2.2047609,up,MOAP1,2435,chr14,-,93648540,93651249,11.880987,10.955613,12.652508,11.840777,11.535521,10.632459,0.003230022929959197
ASHGV40025006,2.9089841,up,TLE6,2033,chr19,+,2977535,2995182,7.677992,7.820566,9.020428,7.3478355,8.259328,6.4847145,6.9689689844858e-4
ASHGV40024294,8.9114467,up,SYNE4,1541,chr19,-,36494001,36499672,12.125132,6.602864,9.842237,11.742671,7.0881143,6.324544,0.024879092758499616
ASHGV40026559,7.9889847,up,CAPN13,2690,chr2,-,30945637,31030311,12.028257,4.556861,4.92625,10.218284,5.9382358,4.5355654,0.08238558884312881
ASHGV40022225,3.0331482,up,LLGL2,3590,chr17,+,73521782,73571290,11.377045,8.656304,11.787102,10.793564,10.49391,9.020769,0.018060100423478036
ASHGV40041332,2.4229376,up,NKD2,1891,chr5,+,1009076,1038927,7.241869,4.0603933,5.6883016,5.528389,5.323476,4.2917285,0.03603712730153382
ASHGV40054118,10.2147339,up,SLC16A9,4001,chr10,-,61410521,61469649,4.4020824,6.79383,6.036382,5.823205,5.5414867,2.3668175,2.564296739167363e-5
ASHGV40015442,2.1299571,up,AIM2,1485,chr1,-,159032274,159046647,13.529976,12.653947,13.8426,13.056078,13.274071,12.18051,6.579013497053312e-4
ASHGV40035224,2.2918283,up,LRRC31,2543,chr3,-,169557028,169587723,4.891145,4.238101,4.5153337,6.2804947,4.403122,3.6691403,0.011934845088880276
ASHGV40049428,5.3419109,up,CPA6,1907,chr8,-,68334404,68658620,4.8011837,8.616142,5.5443354,10.354665,6.3192234,4.709754,0.04683991862537596
ASHGV40042402,4.0212837,up,AXDND1,3656,chr1,+,179334854,179523870,5.4470406,3.841842,2.3237648,4.6177187,5.642002,2.3668175,0.010510457721710944
ASHGV40033508,2.405779,up,SLC2A11,3022,chr22,+,24198889,24228299,7.5263824,6.5673666,5.9833436,7.6231174,6.4338655,5.560311,0.004239079740903488
ASHGV40016682,4.4081677,up,C15orf62,2503,chr15,+,41062158,41064648,9.678976,10.159003,10.271104,8.352268,8.452263,7.2425437,8.373932915540454e-4
ASHGV40045989,3.3804012,up,AL009178.1,2718,chr6,+,168196209,168198927,4.3428173,3.2510278,5.3900642,3.3406732,4.2954774,2.3668175,0.0020143643094768294
ASHGV40055206,2.0723772,up,DRP2,7118,chrX,+,100474932,100519485,3.2449758,5.699451,3.5925899,3.2842503,4.639661,3.040899,0.057582097423576305
ASHGV40037639,8.9169989,up,BTC,1323,chr4,-,75671447,75719882,8.523712,9.114067,10.7052765,7.1420097,8.346276,5.60971,6.22012173415104e-4
ASHGV40011751,11.3747608,up,ACSS3,3033,chr12,+,81471808,81649582,2.3348548,9.027637,8.161386,2.3474622,7.501569,2.3668175,0.04329960753661917
ASHGV40046748,4.7893535,up,ABCB4,3988,chr7,-,87031360,87105019,5.640464,7.4835186,10.612249,6.664261,4.43924,4.7081156,0.06232670454785941
ASHGV40045197,5.780866,up,FAM83B,6269,chr6,+,54711568,54809897,5.4217367,5.932908,5.650409,5.160655,2.324807,2.3668175,0.00481042948184799
ASHGV40008456,4.2095736,up,CTNND1,6363,chr11,+,57529233,57586652,8.057524,8.685471,8.512534,8.006546,6.9575706,5.970255,1.261015652992639e-4
ASHGV40023815,2.0985339,up,PRR36,4518,chr19,-,7933604,7939326,6.415362,2.9800105,4.2171392,4.462187,4.3321266,3.4119833,0.08856022978807984
ASHGV40005226,2.5887123,up,ANKRD65,2205,chr1,-,1353799,1356824,7.2957335,5.573686,10.461755,5.1877213,5.1913133,5.3698072,0.21058104165791372
ASHGV40037727,10.2360445,up,NKX6-1,1116,chr4,-,85414435,85419387,6.0492454,6.8012233,4.9023705,4.655549,6.2036314,2.3668175,3.512872262898629e-5
ASHGV40021930,2.8509478,up,MYCBPAP,3207,chr17,+,48585744,48608862,5.3754168,4.750728,6.8990602,3.8916292,4.339245,3.5397742,0.0201263217744416
ASHGV40031507,4.5986677,up,BPIFA2,1054,chr20,+,31755959,31769223,5.546171,5.0198793,10.907818,4.7145615,8.544415,4.745353,0.10444816010017259
ASHGV40006601,2.8151473,up,HPX,1635,chr11,-,6452267,6462254,10.608202,9.267992,10.597978,9.677539,10.369391,8.61101,5.430676508707584e-4
ASHGV40030922,8.3083763,up,ZNF334,3897,chr20,-,45128268,45142198,7.2246375,6.7337832,7.4434843,3.4801214,5.3689914,2.995637,0.0032276414303331917
ASHGV40039090,5.4122407,up,SHROOM3,11023,chr4,+,77356252,77704405,12.227997,12.948665,13.62104,12.93539,12.319173,10.374227,1.0992557881675752e-5
ASHGV40057145,2.7673681,up,PCDHB10,3284,chr5,+,140571951,140575213,5.834008,7.619279,9.021432,5.295606,3.8195868,4.8494678,0.14483673297613947
ASHGV40038468,2.6028724,up,CRIPAK,4467,chr4,+,1385339,1389782,10.703417,11.74464,12.530515,10.758867,10.932204,9.953824,0.0044731228690476485
ASHGV40010608,2.725384,up,RASAL1,3841,chr12,-,113536623,113574044,8.895973,8.987652,10.087873,9.304541,9.786991,7.9661465,2.335597888367936e-4
ASHGV40057393,7.3374603,up,CTAGE4,2626,chr7,+,143880547,143883173,12.349407,12.713374,14.127453,13.979979,12.946731,10.348108,3.8247017470229156e-5
ASHGV40051347,2.2018573,up,ADGRB1,5535,chr8,+,143545376,143626368,5.414261,5.1173973,2.3237648,2.3474622,2.324807,2.3668175,0.15249680055441772
ASHGV40054133,4.3993793,up,CCDC6,5842,chr10,-,61548505,61666414,10.792712,14.293541,14.133162,12.909059,13.279881,10.944371,0.00929945462125653
ASHGV40044330,166.2793727,up,ELF3,3149,chr1,+,201979689,201986315,10.199616,10.449515,13.062874,10.865512,9.294627,3.3969634,2.500415293721695e-6
ASHGV40047613,15.3284084,up,STK31,3326,chr7,+,23749785,23872130,6.4057245,2.3294015,7.906505,7.559665,7.3234715,2.3668175,0.004919364177566333
ASHGV40037605,2.3782211,up,CSN2,1081,chr4,-,70820973,70826729,3.390087,4.5332694,4.5332694,4.031293,5.7513294,3.1979668,0.012167004450501758
ASHGV40012698,8.2337938,up,DACH1,2992,chr13,-,72014077,72440907,5.0093894,7.3617477,2.3237648,2.3474622,9.99951,2.3668175,0.07426812290181983
ASHGV40033208,4.2397561,up,SNU13,1752,chr22,-,42069936,42084913,10.610754,11.422525,7.2058563,9.301086,10.953405,7.814744,0.025358279988577884
ASHGV40007203,20.5546372,up,SLC29A2,2529,chr11,-,66129991,66139291,16.42729,15.829874,15.213913,15.824991,15.134147,11.324651,7.654333202235385e-8
ASHGV40035305,2.0486103,up,DNAJC19,1476,chr3,-,180701497,180707562,11.97004,11.109383,12.750428,10.902604,12.394438,10.790733,0.020220607678145652
ASHGV40013189,2.1355063,up,KL,5012,chr13,+,33590570,33640282,7.1636024,3.9287274,3.06081,3.0573416,2.324807,2.8124795,0.23526809697061873
ASHGV40044949,2.930877,up,PACSIN1,4341,chr6,+,34433837,34503000,5.9512086,2.5814338,2.3237648,5.840379,2.8939633,2.3668175,0.09265744022956673
ASHGV40015393,4.3128115,up,AK7,3318,chr14,+,96858447,96955764,7.124793,5.7044883,6.9088283,7.2693567,5.014902,4.295845,0.0014461598394485593
ASHGV40023214,44.0123805,up,LAMA3,5623,chr18,+,21452983,21535029,14.7660475,14.707008,14.014618,15.70007,14.640379,9.305787,3.71900690848365e-8
ASHGV40029303,58.7347829,up,SULT1C2,2799,chr2,+,108905094,108926371,11.481599,7.4713993,4.011902,7.7072453,10.542658,2.3668175,0.002083137252229078
ASHGV40045930,2.0819003,up,PPP2R5A,3135,chr1,+,212458878,212535205,11.535179,11.493309,11.793464,12.098349,11.838514,10.693862,1.1541984682170158e-5
ASHGV40032917,2.1814736,up,RSPH14,1286,chr22,-,23401592,23484241,8.674534,5.4688773,6.9689436,5.9447603,7.12057,5.710234,0.07678662898777006
ASHGV40035429,7.4514666,up,FGF12,6174,chr3,-,191857181,192126838,9.371674,10.001057,9.712739,10.215841,8.686051,6.699948,4.772865615392241e-6
ASHGV40049885,2.6120779,up,ANXA13,1486,chr8,-,124693033,124749647,3.8977299,7.271181,3.914138,4.689741,5.0663767,3.5826354,0.05542139883651615
ASHGV40027321,4.7908546,up,EN1,2962,chr2,-,119599746,119605759,11.81166,2.5783901,2.3237648,2.3474622,9.143193,3.380611,0.29553475507485416
ASHGV40034835,14.3164425,up,AMY2B,2253,chr1,+,104097265,104122156,10.399071,6.2454705,11.0775175,2.3474622,9.926691,4.1596413,0.04760912641549208
ASHGV40008404,2.3010087,up,OR4C13,1029,chr11,+,49973942,49974971,2.3348548,8.514531,2.3237648,2.3474622,2.324807,2.3668175,0.35932317229579097
ASHGV40038370,7.9213047,up,CCDC110,2898,chr4,-,186366337,186392913,9.108845,9.702982,7.458481,6.0544324,2.324807,3.9441714,0.05313439161430913
ASHGV40048751,12.3846961,up,RNF32,1805,chr7,+,156433352,156469820,7.704579,6.027112,7.0019813,3.947413,5.305435,2.3668175,5.508571730998315e-4
ASHGV40020761,13.3298108,up,FAM20A,4285,chr17,-,66531256,66597095,13.130109,13.822889,9.350807,10.66143,10.655642,7.787591,0.0021321286800535886
ASHGV40010344,8.2950553,up,RASSF9,1796,chr12,-,86198330,86230318,12.305777,11.54295,9.665922,9.257713,11.636626,7.829546,9.245563932336295e-4
ASHGV40017615,3.8117697,up,SOCS1,1216,chr16,-,11348273,11350039,4.434037,4.6854796,5.3515873,3.1067176,3.9085708,2.3668175,9.135121349487601e-4
ASHGV40047217,2.1754853,up,MKRN1,3158,chr7,-,140152839,140179369,9.725602,10.2555685,8.911816,9.484859,9.413706,8.436973,9.045013737818609e-4
ASHGV40046201,30.5229644,up,AGR2,996,chr7,-,16832263,16844738,12.689885,3.8372452,10.906783,7.76664,3.9116027,2.890608,0.025108404071729373
ASHGV40002028,3.6461026,up,TEX22,2571,chr14,+,105864919,105880196,4.497887,4.0033116,4.0704184,4.6108255,3.9834208,2.3668175,6.496999292984015e-7
ASHGV40006689,2.6647623,up,CYP2R1,1633,chr11,-,14899555,14913751,9.222897,8.517718,8.44718,7.8987803,8.091706,7.0216494,2.5347097316813944e-4
ASHGV40017231,16.5344934,up,ISG20,1717,chr15,+,89181973,89199575,10.030339,10.826872,11.234205,6.6272297,9.326269,5.561576,0.0010954206044578839
ASHGV40054459,4.7726387,up,CT45A10,1245,chrX,-,134945650,134953901,3.743559,6.989517,3.5231428,7.7151484,12.536526,4.6467915,0.2065106364376688
ASHGV40054426,5.2729529,up,IGSF1,4594,chrX,-,130407482,130423403,6.015081,6.0939374,5.1081815,5.7593927,9.564213,4.10955,0.015541487812094707
ASHGV40022397,8.511502,up,COLEC12,3134,chr18,-,319354,500729,8.743195,10.5734,3.4590807,9.789239,9.353554,5.29428,0.04063476784190521
ASHGV40051142,2.3712889,up,DEPTOR,2636,chr8,+,120885894,121063157,7.9985013,9.45858,8.816675,9.10248,8.1536875,7.4603133,0.002036791115754839
ASHGV40041286,2.3707671,up,SCGB3A1,517,chr5,-,180017104,180018487,6.048031,6.6984615,9.41439,3.5336056,4.942508,4.8820453,0.24019164038852103
ASHGV40014644,7.1204726,up,AHNAK2,18317,chr14,-,105403590,105444694,8.728794,14.565812,14.076534,10.63799,10.632895,8.896432,0.03495702680821762
ASHGV40005769,3.5850594,up,UNC5B,6907,chr10,+,72972291,73062635,5.043981,2.3294015,7.5317907,3.8423452,6.1315417,3.133815,0.07461328524260467
ASHGV40055219,4.5302227,up,TCEAL2,1123,chrX,+,101380659,101382684,9.08655,3.5031724,2.3237648,2.3474622,5.471048,2.3668175,0.12482935573525876
ASHGV40001553,2.5407652,up,RP11-215A19.2,682,chr4,-,187347699,187476464,4.661691,3.9051867,3.5577893,2.3474622,4.0882735,2.3668175,0.008162708311756087
ASHGV40048263,3.9387335,up,SH2B2,2226,chr7,+,101928352,101962178,3.4920077,4.6482644,2.8798814,6.136978,4.565615,2.3668175,0.007567874082264516
ASHGV40027048,2.2607734,up,KRCC1,1766,chr2,-,88326721,88355320,11.993058,10.757738,11.640879,10.909133,9.463504,9.776046,0.0272844081648595
ASHGV40006867,9.0129492,up,LRRC4C,2626,chr11,-,40135750,41481186,7.4661636,9.553698,4.4878182,8.66238,7.383288,4.3386703,0.005995737201987053
ASHGV40034842,3.417642,up,OSBPL11,4651,chr3,-,125247701,125314381,14.380251,14.434582,14.572363,14.637325,15.399888,12.9118805,1.1466433591153702e-5
ASHGV40022041,2.5728317,up,PLD5,3305,chr1,-,242251688,242687998,3.8845887,5.507973,2.3237648,4.6097393,2.324807,2.3668175,0.06203701860371084
ASHGV40023625,3.4985363,up,NFATC1,5031,chr18,+,77155771,77289323,4.4075356,3.8723655,5.0664606,2.3474622,5.174021,2.3668175,0.007880938508073148
ASHGV40019689,2.0151314,up,OR1D2,939,chr17,-,2995351,2996290,4.9660516,7.4899287,5.5008483,3.4818656,5.2599955,4.328864,0.15408408277175306
ASHGV40018883,6.1615332,up,CD19,1965,chr16,+,28943259,28950668,5.2691364,6.8260765,4.689686,8.493622,9.341486,4.300712,0.019041464011103713
ASHGV40038287,12.6930168,up,HPGD,3044,chr4,-,175411327,175444049,10.595123,9.219419,2.3237648,2.3474622,5.678134,2.3668175,0.06430171304972979
ASHGV40009571,2.5836413,up,CLEC2B,2052,chr12,-,10004967,10022458,2.3348548,8.350339,2.3237648,2.3474622,3.3246956,2.3668175,0.27525763583724944
ASHGV40023810,6.1625131,up,PCP2,789,chr19,-,7696500,7698634,10.266726,8.582174,11.693233,8.897825,8.684898,7.0014524,0.002362250955168643
ASHGV40000230,2.8880567,up,ZNF705G,925,chr8,-,7215497,7220490,2.5352683,9.258379,3.0186663,2.3474622,2.324807,2.3668175,0.28858823414219675
