ProbeName,FoldChange,Regulation,GeneSymbol,RNAlength,chrom,strand,txStart,txEnd,"2,treatednormalized","3,treatednormalized","4,treatednormalized","5,treatednormalized","6,treatednormalized","1,controlnormalized",p_value
ASHGV40034417,2.4604145,up,AX746575,2027,chr3,-,52844727,52846754,13.136591,12.202347,12.822116,12.37265,12.766688,11.361177,5.31221E-05
ASHGV40007842,3.9008445,up,G016303,1134,chr11,-,130513831,130515643,2.8432562,2.7007492,8.842855,3.2626376,4.003522,2.3668175,0.126249548
ASHGV40046746,2.18234,up,AC005076.5,769,chr7,-,86780738,86781598,10.763341,11.343161,11.1428175,12.017281,11.504329,10.22831,0.000614732
ASHGV40002890,3.1534173,up,TTN-AS1,4607,chr2,+,179387553,179470132,4.0413256,5.3450756,3.4506726,4.633299,2.6482952,2.3668175,0.00742569
ASHGV40002890,3.1534173,up,TTN-AS1,4607,chr2,+,179387553,179470132,4.0413256,5.3450756,3.4506726,4.633299,2.6482952,2.3668175,0.00742569
ASHGV40002890,3.1534173,up,TTN-AS1,4607,chr2,+,179387553,179470132,4.0413256,5.3450756,3.4506726,4.633299,2.6482952,2.3668175,0.00742569
ASHGV40002890,3.1534173,up,TTN-AS1,4607,chr2,+,179387553,179470132,4.0413256,5.3450756,3.4506726,4.633299,2.6482952,2.3668175,0.00742569
ASHGV40002890,3.1534173,up,TTN-AS1,4607,chr2,+,179387553,179470132,4.0413256,5.3450756,3.4506726,4.633299,2.6482952,2.3668175,0.00742569
ASHGV40002890,3.1534173,up,TTN-AS1,4607,chr2,+,179387553,179470132,4.0413256,5.3450756,3.4506726,4.633299,2.6482952,2.3668175,0.00742569
ASHGV40053645,2.568108,up,G087226,6441,chr9,+,139454721,139461736,7.910986,8.164242,7.961221,7.9063263,8.316674,6.691184,1.63407E-07
ASHGV40005441,2.2744745,up,G008871,3011,chr10,+,27853582,27868026,6.3453093,8.162764,7.3635564,6.4900317,5.7259283,5.6319847,0.023817916
ASHGV40004774,2.961201,up,LOC101929565,333,chr1,+,212719035,212729408,4.92625,2.3294015,6.008715,2.3474622,4.053171,2.3668175,0.061585555
ASHGV40053520,6.8511193,up,LINC01503,752,chr9,+,132099201,132109756,15.195396,14.279481,14.63974,11.428336,12.945908,10.9214325,0.003451998
ASHGV40002709,250.6076944,up,MIR99AHG,3345,chr21,+,17443433,17982094,10.273935,11.425395,10.732798,9.871693,9.376701,2.3668175,1.54888E-08
ASHGV40022989,11.9037661,up,G038236,3910,chr18,-,75954178,75959416,6.3113265,6.04388,6.357479,4.5084314,6.4797015,2.3668175,9.93134E-06
ASHGV40041550,3.5948768,up,G065098,1008,chr5,+,26847080,26859080,4.4349394,3.7073033,4.200898,4.221346,4.4993124,2.3668175,9.94199E-07
ASHGV40038648,19.9505078,up,TAPT1-AS1,510,chr4,+,16228629,16321763,7.010409,5.950692,9.572444,4.107176,6.7851343,2.3668175,0.001218659
ASHGV40000973,2.0876667,up,LINC00529,241,chr8,-,11105134,11125374,2.3348548,5.6809883,2.3952713,3.717744,3.014686,2.3668175,0.123090917
ASHGV40017324,2.0441647,up,G028959,1749,chr15,+,95787920,95795833,2.3348548,3.8868556,4.1920347,2.3474622,4.2304373,2.3668175,0.045416719
ASHGV40033507,2.7715077,up,SLC2A11,1460,chr22,+,24198889,24225139,12.514202,11.633512,9.401515,12.154962,11.394824,9.949132,0.026353479
ASHGV40018995,2.7741463,up,G030769,724,chr16,+,33950154,33953766,3.9235194,5.3295937,5.8562098,7.7148705,5.310631,4.154921,0.042941755
ASHGV40004113,2.0797444,up,LINC00957,614,chr7,+,44078647,44083895,4.8552585,3.4828641,2.3237648,2.3474622,4.106769,2.3668175,0.065082657
ASHGV40012934,4.1046142,up,G023330,1503,chr13,-,108677004,108756107,7.7903433,7.7053905,5.070353,6.102816,7.0954804,4.71563,0.004312099
ASHGV40044249,2.3018339,up,G073514,2880,chr6,-,150653888,150658233,4.9282045,5.2899656,7.3407416,5.395669,7.178553,4.823843,0.046059178
ASHGV40045189,2.515765,up,MLIP-IT1,643,chr6,+,53863687,53871950,2.3348548,5.0216355,4.8016205,3.5930414,2.7379212,2.3668175,0.03811353
ASHGV40052599,3.1369711,up,GLIS3-AS1,730,chr9,+,3898645,3901248,3.3929057,4.158273,2.4086676,3.8207693,6.300333,2.3668175,0.033213524
ASHGV40052599,3.1369711,up,GLIS3-AS1,730,chr9,+,3898645,3901248,3.3929057,4.158273,2.4086676,3.8207693,6.300333,2.3668175,0.033213524
ASHGV40053861,3.5317644,up,RP11-268G12.1,1879,chrX,-,27193036,27417114,5.650409,3.6989596,3.7900681,3.139367,4.6572294,2.3668175,0.003227337
ASHGV40006158,120.1463741,up,AK094859,2743,chr10,+,106061961,106064704,11.294062,4.060703,9.406078,9.68498,11.931511,2.3668175,0.001080976
ASHGV40026901,2.0888272,up,G044068,2908,chr2,-,70366806,70369714,2.585864,3.77965,3.6313965,3.1160052,4.0346375,2.3668175,0.00340838
ASHGV40049358,4.8450193,up,G081063,5325,chr8,-,60920859,60927576,3.5613186,7.6032076,6.2273054,3.849479,9.71468,3.9146957,0.084836234
ASHGV40055836,2.0370661,up,XLOC_l2_002067,3723,chr10,-,95469444,95515325,3.2686133,4.37933,4.235759,3.2582564,4.0203357,2.8059661,0.002648613
ASHGV40045068,2.6029582,up,G006491,9986,chr1,+,206191969,206222529,2.3348548,4.873207,2.385975,5.5085006,3.6323109,2.3668175,0.063638054
ASHGV40015909,3.0748078,up,G005155,3594,chr1,-,161723125,161733873,2.912828,5.136421,4.359564,3.7742424,3.7535133,2.3668175,0.002288692
ASHGV40055172,2.0126824,up,G089256,488,chrX,+,93320411,93322456,2.3348548,2.3294015,2.6911356,2.3474622,7.1768312,2.3668175,0.320427816
ASHGV40033368,2.6838385,up,POTEH-AS1,1492,chr22,+,16274608,16277577,4.5314693,4.944033,3.6027532,4.564044,3.9538012,2.8949223,0.000338212
ASHGV40028438,3.319938,up,RP11-557L19.1,634,chr2,+,7401001,7401635,5.6382194,3.4285948,2.8360958,4.646212,3.940747,2.3668175,0.007436021
ASHGV40029935,2.024664,up,RP11-764E7.1,1028,chr2,+,194763090,194764118,3.3649678,2.3294015,4.5472965,2.3474622,4.333372,2.3668175,0.062834192
ASHGV40022868,2.0825062,up,G037796,4182,chr18,-,60163487,60167752,2.6807878,3.118901,4.534763,2.3474622,4.4437776,2.3668175,0.047142436
ASHGV40019867,6.2373486,up,RP11-412H9.2,390,chr1,-,219086098,219089526,8.125922,9.018724,10.005625,9.164128,9.6620455,6.554356,3.50149E-05
ASHGV40039377,3.1909333,up,AK093416,2012,chr4,+,129349224,129440549,9.635825,6.343936,7.0791125,8.662973,5.4355607,5.757503,0.059754476
ASHGV40036978,2.6024942,up,G059256,489,chr3,+,190683297,190806393,4.1119933,3.3983316,3.3813589,3.305451,4.5364275,2.3668175,0.000499735
ASHGV40023060,2.6455393,up,RP11-737O24.2,573,chr18,+,2948235,2950676,4.7695236,4.004909,5.405195,2.3474622,2.324807,2.3668175,0.055277266
ASHGV40000489,2.1939846,up,CTD-3105H18.7,695,chr19,+,12561748,12571519,2.3348548,4.2240047,2.4113302,2.3474622,6.1842027,2.3668175,0.17496346
ASHGV40002715,22.0654377,up,LINC01320,1131,chr2,+,34902623,34947630,4.5791693,6.7587647,2.3237648,9.903177,10.587794,2.3668175,0.021366191
ASHGV40001079,4.6831138,up,AC104781.1,397,chr2,-,54974239,54975541,9.601332,10.403948,8.464745,10.374978,9.760654,7.4936633,0.000229012
ASHGV40032517,2.1121108,up,AK124194,2908,chr21,+,25801053,25862621,3.7799106,5.057052,2.3237648,3.5786967,2.488091,2.3668175,0.060965046
ASHGV40043558,3.8608952,up,RP11-385F7.1,330,chr6,-,47444978,47445308,9.641062,8.605262,8.692845,11.545942,10.688079,7.8857026,0.009139393
ASHGV40037595,3.1749302,up,G061466,5884,chr4,-,69907225,69915854,2.3348548,4.82568,4.842802,5.839568,2.324807,2.3668175,0.049151233
ASHGV40028371,2.1920598,up,G041987,1478,chr2,+,442028,443837,3.9551957,2.3294015,4.431732,2.3474622,4.431732,2.3668175,0.046662792
ASHGV40027165,3.0571588,up,G045032,1109,chr2,-,101957786,101959713,8.980603,2.3294015,3.046051,3.2141824,2.324807,2.3668175,0.237764117
ASHGV40060217,2.8419597,up,uc.269,217,chr9,+,126537936,126538153,4.917141,4.194039,5.3559346,4.1265955,5.3042984,3.2727156,0.000452137
ASHGV40007792,7.4271373,up,RP11-687M24.4,593,chr11,-,125002742,125009483,7.8358397,8.096564,9.273988,7.7548895,8.201423,5.3397346,5.48549E-06
ASHGV40018298,2.2821325,up,G031996,1152,chr16,-,79595383,79596813,3.2973056,3.468332,4.386443,2.3474622,4.2864575,2.3668175,0.012511382
ASHGV40057451,122.9902209,up,PRKCQ-AS1,2189,chr10,+,6622386,6627323,14.022896,13.118055,13.325272,12.512708,10.564708,5.766328,2.41934E-06
ASHGV40057451,122.9902209,up,PRKCQ-AS1,2189,chr10,+,6622386,6627323,14.022896,13.118055,13.325272,12.512708,10.564708,5.766328,2.41934E-06
ASHGV40058906,2.1876546,up,G072053,5732,chr6,+,91463736,92135918,2.3348548,3.4888022,3.7120113,2.707364,5.23798,2.3668175,0.054802314
ASHGV40051510,85.2418501,up,RP11-109M17.2,110,chr9,-,10948371,10948481,14.91033,3.1821396,3.4095614,11.482315,10.9171915,2.3668175,0.025474874
ASHGV40040590,2.0969331,up,G066846,1319,chr5,-,98793173,98799891,2.3348548,3.2167695,3.9984288,2.7741323,4.8513064,2.3668175,0.04431182
ASHGV40001986,2.3032651,up,RP11-434C1.1,502,chr12,+,11708633,11709986,5.025657,5.830799,2.3237648,2.3474622,2.324807,2.3668175,0.156172379
ASHGV40050163,3.2397795,up,RP5-855D21.2,625,chr8,+,187044,187669,5.4471564,6.211566,7.4098935,7.2962337,6.113347,4.7997437,0.0019242
ASHGV40005140,2.0960632,up,G012019,2317,chr10,-,134197922,134201709,3.398507,3.9211266,5.4990344,3.7036154,3.2744026,2.891655,0.028787043
ASHGV40041675,3.5953705,up,CTD-2035E11.3,307,chr5,+,43018584,43024336,2.3348548,5.2986145,5.0286984,2.7217424,5.6808796,2.3668175,0.029524195
ASHGV40056320,8.2670941,up,RP11-1260E13.2,748,chr17,+,202428,207372,4.550132,4.295164,6.494348,9.406538,2.324807,2.3668175,0.034378399
ASHGV40056320,8.2670941,up,RP11-1260E13.2,748,chr17,+,202428,207372,4.550132,4.295164,6.494348,9.406538,2.324807,2.3668175,0.034378399
ASHGV40056320,8.2670941,up,RP11-1260E13.2,748,chr17,+,202428,207372,4.550132,4.295164,6.494348,9.406538,2.324807,2.3668175,0.034378399
ASHGV40056320,8.2670941,up,RP11-1260E13.2,748,chr17,+,202428,207372,4.550132,4.295164,6.494348,9.406538,2.324807,2.3668175,0.034378399
ASHGV40037101,17.4007574,up,RP11-1191J2.5,737,chr4,-,654997,655734,8.218931,8.60416,9.890173,8.190729,8.948048,4.64933,1.04153E-06
ASHGV40001222,11.8485992,up,RP11-108M9.4,346,chr1,-,17215036,17216144,14.835241,13.533447,12.880699,13.366119,13.962677,10.148992,4.64892E-06
ASHGV40040364,7.7606823,up,CTD-2376I4.1,640,chr5,-,72249461,72250101,9.934436,7.7269115,8.171186,7.430889,8.41634,5.379769,0.000137694
ASHGV40046071,3.9644172,up,RP11-1246C19.1,3026,chr7,-,1504132,1507158,5.484149,7.6051188,8.680489,7.1541104,7.4935102,5.2963667,0.004941891
ASHGV40054272,3.1021463,up,G089456,2051,chrX,-,102608466,102610862,2.3348548,4.3327103,4.443936,3.843628,5.045292,2.3668175,0.007345801
ASHGV40019463,2.8375282,up,G006650,2172,chr1,-,211548359,211555536,3.6011956,2.3294015,5.1058784,3.6869447,4.633841,2.3668175,0.013788985
ASHGV40038412,2.8773437,up,G064239,4735,chr4,-,189950846,189955857,5.2872233,4.49607,5.8830614,4.25864,5.528389,3.5659392,0.001132521
ASHGV40054071,2.7292502,up,G088608,1571,chrX,-,56844753,56846946,4.8663855,3.9218452,4.254614,2.3474622,3.686304,2.3668175,0.008413441
ASHGV40005782,3.8342348,up,BC127952,556,chr10,+,73821847,73822403,4.854525,6.482071,6.138747,4.1477137,5.6052017,3.506713,0.001846963
ASHGV40005782,3.8342348,up,BC127952,556,chr10,+,73821847,73822403,4.854525,6.482071,6.138747,4.1477137,5.6052017,3.506713,0.001846963
ASHGV40039528,49.0277028,up,RP11-336K24.5,401,chr1,+,155961180,155971578,7.869506,8.656524,7.1115894,7.5023384,8.771756,2.3668175,1.20426E-07
ASHGV40028361,4.0152014,up,RP11-108M9.6,438,chr1,-,17230833,17231271,6.05988,6.499187,7.629158,6.6802063,4.4031854,4.248851,0.005301747
ASHGV40055733,2.0989897,up,XLOC_008300,470,chrY,+,24585739,24587584,4.719346,2.9702005,4.661379,4.426301,4.1503854,3.1158273,0.01018407
ASHGV40011735,4.3484746,up,G019193,2078,chr12,+,78617177,78870823,7.685739,3.074797,4.2820015,8.452886,6.749045,3.9283843,0.071829942
ASHGV40051810,2.4268921,up,GSE61474_XLOC_064846,2536,chr9,-,70500484,70505158,7.382488,6.6650877,7.4679117,5.9548244,6.878996,5.5907516,0.001600388
ASHGV40018705,5.9314436,up,RP11-490O6.2,2597,chr16,+,11835765,11838362,8.968127,8.095671,7.76855,7.6902294,7.8255615,5.5012445,4.32081E-06
ASHGV40053408,2.0816224,up,XLOC_008810,333,chr10,-,48497448,48499077,4.671217,5.480817,4.9138165,4.405831,5.8494854,4.006525,0.003968005
ASHGV40056859,4.8301082,up,LOC100506271,1965,chr22,-,37748230,37750879,6.448538,6.585636,4.7046113,6.5858517,5.340979,3.6610677,0.00036639
ASHGV40041522,2.0774222,up,G064963,612,chr5,+,23077727,23093967,2.3348548,6.351993,2.3237648,3.7726402,2.324807,2.3668175,0.215493393
ASHGV40033404,2.8239443,up,DGCR10,944,chr22,+,19010136,19011063,5.902871,4.188887,3.6293306,2.9913104,2.6102467,2.3668175,0.031758334
ASHGV40032139,2.6155104,up,G002610,1468,chr1,+,63157197,63214691,4.1158447,3.8299298,5.317847,6.8524165,5.042677,3.6446505,0.03147951
ASHGV40036190,3.3196775,up,XLOC_002722,933,chr3,+,84002800,84058664,5.9411597,7.183482,9.022487,5.8637037,9.604735,5.7920704,0.055497137
ASHGV40040124,3.0109844,up,CTD-2653M23.3,482,chr5,-,36861837,36862319,2.3348548,3.6134815,5.7540784,3.6678605,4.4149885,2.3668175,0.021823406
ASHGV40029054,2.4232036,up,RP11-355F16.1,3438,chr2,+,75381491,75417075,5.8124843,6.3546243,4.9469557,6.8594713,6.3800926,4.79381,0.004451733
ASHGV40002400,2.5746356,up,RP11-515O17.2,1740,chr17,-,53348864,53351014,2.3348548,6.9511957,3.5721858,5.3447647,3.9278584,3.0618036,0.123569373
ASHGV40038666,2.3320676,up,G060272,1870,chr4,+,18390022,18410496,6.6762285,4.043502,2.3237648,2.3474622,2.551178,2.3668175,0.18178664
ASHGV40058802,3.465384,up,G064531,2798,chr5,+,4290442,4297975,2.884987,4.337632,4.4284816,4.804008,4.344055,2.3668175,0.000620762
ASHGV40049925,2.5855712,up,BC106081,574,chr8,-,128240803,128241377,4.2928433,2.6849973,3.877765,4.0457616,3.7851355,2.3668175,0.001120996
ASHGV40040710,2.5782081,up,G067257,1620,chr5,-,119072260,119089170,3.0751777,5.1392894,5.069804,6.473434,10.041811,4.5935345,0.271039361
ASHGV40054989,7.3287294,up,SSX8,1447,chrX,+,52651984,52662998,3.7578428,7.913667,11.644417,4.6515164,5.6527143,3.8504684,0.076226738
ASHGV40029155,2.7572785,up,IGKV,271,chr2,+,89197030,89197301,3.6799767,3.4626858,3.7367473,5.6442394,2.6266634,2.3668175,0.01829905
ASHGV40002764,5.8790471,up,RCAN3AS,336,chr1,-,24822822,24828850,6.962378,3.4677107,5.4202642,5.4223256,3.3393207,2.3668175,0.00561291
ASHGV40002764,5.8790471,up,RCAN3AS,336,chr1,-,24822822,24828850,6.962378,3.4677107,5.4202642,5.4223256,3.3393207,2.3668175,0.00561291
ASHGV40042206,2.7111426,up,LINC00992,3091,chr5,+,116751207,116915439,8.076256,2.3294015,3.9506657,2.3474622,2.324807,2.3668175,0.232007558
ASHGV40026773,8.1626806,up,G043636,1752,chr2,-,56037945,56040410,15.252786,13.948198,14.677454,14.256161,14.711306,11.540138,7.9244E-07
ASHGV40032648,2.1073271,up,G052189,7329,chr21,+,37975051,37982637,3.5586777,2.3294015,4.494445,2.3474622,4.4811726,2.3668175,0.055997028
ASHGV40039036,2.2630561,up,G061589,665,chr4,+,73819459,73864311,4.1661124,4.1229544,2.5453196,6.033041,3.062242,2.8076615,0.084627493
ASHGV40019086,2.3140881,up,G031023,800,chr16,+,51185892,51215320,10.83434,12.346924,12.84658,11.883022,11.018978,10.575525,0.01348515
ASHGV40031989,2.030185,up,G051490,357,chr21,-,11114529,11115055,12.360494,10.306885,11.293659,9.481951,11.215762,9.910139,0.06922393
ASHGV40028184,2.2615862,up,G048434,1140,chr2,-,231279464,231280682,4.1621194,4.2944503,4.760334,3.988051,4.9897466,3.2616053,0.000243137
ASHGV40018698,2.2831676,up,GSE61474_XLOC_022883,301,chr16,+,11283265,11298491,3.4351084,5.083475,4.284396,4.8035374,4.448696,3.2200058,0.002826962
ASHGV40004653,5.8890128,up,RFX3-AS1,1109,chr9,+,3668085,3691756,6.7171965,5.3126926,6.2846203,2.3474622,3.962245,2.3668175,0.012615134
ASHGV40016499,2.6766487,up,HERC2P7,1779,chr15,+,23390721,23393943,10.588173,9.608811,12.101019,11.855349,10.412502,9.492743,0.015977987
ASHGV40002716,2.2924506,up,GSE61474_XLOC_032864,2049,chr2,+,34902645,34963486,2.3348548,2.6092758,4.480132,3.3246956,5.0695825,2.3668175,0.053320044
ASHGV40004164,2.2762711,up,DNM3OS,4051,chr1,-,172106018,172113975,2.773634,2.8550959,4.3578715,2.3474622,5.433386,2.3668175,0.075035281
ASHGV40045396,2.3681293,up,RP1-23E21.2,739,chr6,+,93780104,93813102,2.6729617,4.233324,2.8314414,3.7049513,4.6101484,2.3668175,0.011248058
ASHGV40008778,2.4378962,up,RP11-805J14.3,497,chr11,+,69975402,69995729,3.804378,3.4662776,4.065279,3.1771917,3.7491446,2.3668175,2.94858E-05
ASHGV40038347,2.1002726,up,G064038,956,chr4,-,184735612,184739249,5.3341827,9.028787,5.9997444,5.843894,6.828575,5.53646,0.138879457
ASHGV40001583,3.266402,up,RP11-1C1.6,415,chr5,-,10493402,10494206,2.3348548,2.5164514,7.8102093,3.8913147,3.819769,2.3668175,0.122046796
ASHGV40054696,3.728964,up,G087591,4140,chrX,+,13066104,13161965,5.978544,7.195866,6.780246,7.780575,7.1798763,5.0842466,0.000213134
ASHGV40058675,2.4185213,up,G057584,639,chr3,+,129667747,129669384,5.3447647,6.5991735,5.84591,5.4159703,5.6589046,4.4988194,0.0004732
ASHGV40017064,2.7198191,up,BC150506,611,chr15,+,75288944,75289555,4.8771715,7.787033,5.889834,5.2577667,6.1476283,4.548376,0.020641029
ASHGV40017064,2.7198191,up,BC150506,611,chr15,+,75288944,75289555,4.8771715,7.787033,5.889834,5.2577667,6.1476283,4.548376,0.020641029
ASHGV40017064,2.7198191,up,BC150506,611,chr15,+,75288944,75289555,4.8771715,7.787033,5.889834,5.2577667,6.1476283,4.548376,0.020641029
ASHGV40002762,3.0250684,up,GSE61474_XLOC_002946,2579,chr1,+,227976532,227979869,3.462897,5.578139,4.291816,2.3474622,4.138612,2.3668175,0.016662812
ASHGV40044562,3.4955084,up,G006366,1295,chr1,+,203481626,203501704,9.906076,10.342878,11.0513935,10.241927,9.737797,8.450512,4.56549E-05
ASHGV40005338,5.0488231,up,LOC102724312,902,chr1,-,1365536,1369953,6.58978,2.6260567,8.706656,3.1960592,2.3952713,2.3668175,0.099724282
ASHGV40055027,3.0785013,up,G088626,956,chrX,+,57526485,57546197,5.4978137,6.8837776,7.724521,5.2075777,8.392241,5.118958,0.03019383
ASHGV40016471,2.0299864,up,DQ597539,160,chr15,-,102293342,102293502,5.63011,5.433799,7.239746,5.9749513,6.805229,5.195297,0.018608309
ASHGV40037735,2.0386904,up,RP13-514E23.1,1579,chr4,-,86933448,86935027,4.8194685,2.6474323,4.2871428,4.003954,4.872243,3.0984054,0.034523119
ASHGV40002001,3.3521341,up,RP11-711C17.1,342,chr12,+,74300719,74313117,3.728906,5.258667,4.172839,3.7913718,3.607703,2.3668175,0.000414028
ASHGV40000437,4.2459083,up,PPIEL,2640,chr1,-,39987951,40025370,9.557306,8.148736,10.170926,9.192646,9.673212,7.262492,0.000269221
ASHGV40043139,3.0735765,up,G069937,8619,chr6,-,26129741,26139041,3.952771,4.532436,4.9294825,4.194183,2.324807,2.3668175,0.006728434
ASHGV40060549,2.3934146,up,uc.419,289,chr17,+,56082714,56083003,11.1917305,9.506015,11.251627,10.704286,10.627588,9.397179,0.003871246
ASHGV40048467,2.7886823,up,G078106,12190,chr7,+,129664319,129676509,2.3348548,3.0942125,3.8657823,4.388134,5.5490217,2.3668175,0.027427006
ASHGV40000424,3.127895,up,RP5-1033H22.2,504,chr1,+,94057806,94071130,6.0302653,7.604486,6.5918837,6.6485634,5.397192,4.809286,0.002010203
ASHGV40000424,3.127895,up,RP5-1033H22.2,504,chr1,+,94057806,94071130,6.0302653,7.604486,6.5918837,6.6485634,5.397192,4.809286,0.002010203
ASHGV40000424,3.127895,up,RP5-1033H22.2,504,chr1,+,94057806,94071130,6.0302653,7.604486,6.5918837,6.6485634,5.397192,4.809286,0.002010203
ASHGV40000424,3.127895,up,RP5-1033H22.2,504,chr1,+,94057806,94071130,6.0302653,7.604486,6.5918837,6.6485634,5.397192,4.809286,0.002010203
ASHGV40028250,2.0805094,up,G048681,986,chr2,-,237609780,237611525,2.3348548,5.944341,3.3868053,3.0933988,2.3593717,2.3668175,0.149382624
ASHGV40001990,4.5087746,up,PLBD1-AS1,586,chr12,+,14720665,14772689,6.0461216,5.435416,5.6524343,4.573739,5.307121,3.230231,1.90098E-05
ASHGV40046159,2.2462288,up,G006810,2960,chr1,+,215049097,215078768,2.3348548,4.8333282,5.8311596,2.3474622,2.324807,2.3668175,0.158537589
ASHGV40029731,4.1040475,up,AC009495.2,779,chr2,+,166651360,166666520,5.671338,2.3294015,4.8537154,5.089775,4.0750947,2.3668175,0.007824161
ASHGV40028045,2.8469868,up,BC031974,430,chr2,-,217731054,217732536,11.525582,11.525862,11.963568,11.170427,12.23325,10.174302,3.9756E-05
ASHGV40020753,2.5739731,up,AC145343.2,650,chr17,-,66092186,66097615,12.612733,10.902065,11.373877,10.52319,9.98307,9.71499,0.015643756
ASHGV40001840,32.6234262,up,LINC00958,580,chr11,-,13002033,13005839,8.096953,7.415696,6.1472135,7.5668936,7.7465134,2.3668175,3.57032E-07
ASHGV40004371,3.1371265,up,LOC101928767,750,chr14,+,86401021,86596121,3.3717344,5.138301,4.961034,2.3474622,4.2627745,2.3668175,0.01318181
ASHGV40035661,3.0023141,up,Y13808,205,chr3,+,15907723,15907924,7.238679,7.632375,7.3321857,8.998762,6.992893,6.052904,0.002090116
ASHGV40030180,2.8816709,up,XLOC_001878,245,chr2,+,222688045,222688435,2.3348548,5.9457865,5.0404005,2.3474622,3.8001115,2.3668175,0.066620327
ASHGV40000845,4.6080545,up,CTA-211A9.5,1006,chr22,+,27068767,27176170,3.6157691,5.418966,4.4387083,4.3571143,5.0243187,2.3668175,9.70208E-05
ASHGV40020436,5.2844857,up,CTB-39G8.2,386,chr17,-,43448767,43449423,4.5530496,4.728801,4.262186,5.1116257,5.1872406,2.3668175,6.95845E-07
ASHGV40057700,2.5979765,up,LOC102723703,940,chr10,+,82291005,82292879,4.14371,3.4920077,5.359176,6.947638,7.0773787,4.0265937,0.092898388
ASHGV40007161,2.0274116,up,G014173,6334,chr11,-,65172470,65179390,2.9078248,2.3294015,3.9444916,4.1945734,3.5559912,2.3668175,0.017569184
ASHGV40001122,5.8318504,up,RP1-90G24.6,590,chr22,+,32669406,32673173,6.3678145,6.6630516,2.6482952,6.3882847,6.105635,3.0906625,0.009585569
ASHGV40028235,2.192681,up,AC010148.1,1652,chr2,-,235790922,235797446,3.157266,3.5406675,3.6606865,3.7532845,3.3856628,2.3668175,4.94461E-06
ASHGV40022261,2.4014825,up,HNRNPU-AS1,5079,chr1,-,245003939,245010243,6.3953724,6.262623,8.286886,8.692605,8.04439,6.27245,0.036527697
ASHGV40011638,2.3345661,up,G018868,2392,chr12,+,67742989,67816831,3.0676787,5.9844494,4.2254624,2.3474622,2.324807,2.3668175,0.114745973
ASHGV40034102,3.7329738,up,G055035,1032,chr3,-,26310554,26322213,2.9775732,6.0027018,4.2510343,3.5893815,4.5150237,2.3668175,0.005802707
ASHGV40000315,9.1517162,up,RP11-396C23.2,423,chr1,+,226271651,226277993,8.670315,9.551354,6.0211024,6.792658,7.1818247,4.4494085,0.001094402
ASHGV40060082,2.1719538,up,uc.208,218,chr7,-,23561669,23561887,8.50414,6.866259,8.510075,7.3407416,6.169003,6.3590503,0.040901239
ASHGV40044156,2.207124,up,G006255,2920,chr1,+,201338518,201342306,6.453947,6.030999,7.5568314,6.998941,7.319815,5.729939,0.003536276
ASHGV40006268,8.6057746,up,CASC2,3184,chr10,+,119806331,119969665,8.859489,8.94659,7.6051188,8.250684,11.162625,5.8595963,0.000847606
ASHGV40004669,2.4121092,up,LOC101060498,969,chr4,+,40318501,40332436,4.401145,4.296454,4.7199597,4.1625977,5.2389646,3.293529,0.000168007
ASHGV40052357,2.038647,up,G086779,1717,chr9,-,131152904,131155537,6.3147616,6.095662,7.4302163,6.8940535,7.1862087,5.7565684,0.003667184
ASHGV40041587,3.7816682,up,CTD-2066L21.1,599,chr5,+,33009099,33025830,12.328423,11.240454,12.357129,10.856241,12.556407,9.948708,0.000505989
ASHGV40012879,2.0387133,up,G023131,6895,chr13,-,100208285,100215422,2.3348548,4.42896,3.270505,2.3474622,4.5906,2.3668175,0.067663665
ASHGV40057012,2.0767248,up,G061014,8611,chr4,-,49231906,49497060,2.3348548,2.630744,4.8069673,2.3474622,4.9856095,2.3668175,0.119670237
ASHGV40055933,3.3044125,up,LOC653160,1917,chr1,-,35441299,35444307,9.69416,8.547085,11.560611,8.505755,11.245628,8.186254,0.028660014
ASHGV40051648,2.7313265,up,RP11-462B18.2,551,chr9,-,32840595,32841760,5.080482,2.3294015,3.7027159,3.131936,4.837561,2.3668175,0.022943139
ASHGV40041238,6.6714357,up,LOC202181,2857,chr5,-,177045500,177099278,6.670615,3.6155534,5.770991,5.9510264,5.716328,2.8069055,0.000684497
ASHGV40013594,3.0015045,up,XLOC_010476,620,chr13,+,98191826,98202373,3.807197,3.6040914,3.9883916,3.9899507,4.372886,2.3668175,1.57115E-06
ASHGV40004971,4.2945744,up,G011531,719,chr10,-,119525693,119527241,3.7677317,4.0510345,5.7878575,3.982684,4.7573557,2.3668175,0.000456755
ASHGV40017841,2.5082837,up,XLOC_001134,1039,chr1,-,192916447,192918218,2.3348548,3.0991814,4.0075374,4.3314953,4.6945214,2.3668175,0.015078648
ASHGV40011292,3.1218714,up,G017917,1303,chr12,+,46549052,46555811,6.1668873,2.3294015,2.507991,2.3474622,6.694401,2.3668175,0.13656932
ASHGV40040197,4.9708618,up,RP11-53O19.1,295,chr5,-,44746098,44808861,7.085661,4.7362776,4.2199726,2.3474622,5.012194,2.3668175,0.015967599
ASHGV40020858,3.6216661,up,G035753,1795,chr17,-,73303834,73305943,4.363352,5.0000243,5.809862,3.832364,6.459349,3.2363367,0.004484969
